218	1013 
219	1002 
220	986 
221	987 
222	1020 
223	1041 
224	1052 
225	1062 
226	1069 
227	1081 
228	1087 
229	1092 
230	1097 
231	1103 
232	1109 
233	1114 
234	1115 
235	1123 
236	1127 
237	1132 
238	1125 
239	1129 
240	1132 
241	1136 
242	1142 
243	1150 
244	1162 
245	1177 
246	1188 
247	1218 
248	1247 
249	1283 
250	1319 
251	1358 
252	1445 
253	1570 
254	1699 
255	1827 
256	1924 
257	2027 
258	2130 
259	2232 
260	2336 
261	2442 
262	2548 
263	2647 
264	2754 
265	2851 
266	2829 
267	2802 
268	2783 
269	2873 
270	2967 
271	3050 
272	3149 
273	3233 
274	3342 
275	3448 
276	3553 
277	3642 
278	3721 
279	3799 
280	3880 
281	3948 
282	4010 
283	4059 
284	4096 
285	4121 
286	4098 
287	4067 
288	4022 
289	3972 
290	3914 
291	3845 
292	3752 
293	3669 
294	3588 
295	3501 
296	3409 
297	3323 
298	3189 
299	3060 
300	3079 
301	3101 
302	3110 
303	3012 
304	2910 
305	2816 
306	2712 
307	2614 
308	2490 
309	2364 
310	2238 
311	2124 
312	2014 
313	1903 
314	1795 
315	1678 
316	1567 
317	1465 
318	1372 
319	1288 
320	1208 
321	1124 
322	1051 
323	973 
324	901 
325	847 
326	817 
327	779 
328	740 
329	704 
330	673 
331	645 
332	656 
333	666 
334	648 
335	634 
336	621 
337	609 
338	598 
339	589 
340	581 
341	574 
342	568 
343	566 
344	564 
345	564 
346	566 
347	569 
348	569 
349	570 
350	573 
351	576 
352	583 
353	589 
354	587 
355	581 
356	588 
357	608 
358	627 
359	633 
360	640 
361	648 
362	656 
363	666 
364	675 
365	680 
366	689 
367	699 
368	706 
369	713 
370	721 
371	728 
372	737 
373	744 
374	753 
375	762 
376	771 
377	778 
378	784 
379	790 
380	797 
381	803 
382	807 
383	812 
384	818 
385	824 
386	826 
387	830 
388	844 
389	862 
390	866 
391	868 
392	871 
393	874 
394	877 
395	879 
396	881 
397	880 
398	881 
399	883 
400	882 
401	882 
402	884 
403	887 
404	889 
405	893 
406	895 
407	897 
408	893 
409	896 
410	898 
411	903 
412	908 
413	915 
414	921 
415	928 
416	935 
417	944 
418	951 
419	959 
420	970 
421	979 
422	985 
423	993 
424	1004 
425	1018 
426	1029 
427	1009 
428	985 
429	964 
430	972 
431	986 
432	999 
433	1013 
434	1028 
435	1041 
436	1056 
437	1070 
438	1083 
439	1094 
440	1106 
441	1123 
442	1141 
443	1160 
444	1174 
445	1189 
446	1206 
447	1222 
448	1241 
449	1262 
450	1290 
451	1300 
452	1324 
453	1349 
454	1356 
455	1379 
456	1404 
457	1425 
458	1450 
459	1469 
460	1498 
461	1555 
462	1616 
463	1677 
464	1708 
465	1735 
466	1757 
467	1785 
468	1807 
469	1834 
470	1853 
471	1874 
472	1890 
473	1912 
474	1931 
475	1895 
476	1864 
477	1866 
478	1879 
479	1888 
480	1896 
481	1903 
482	1906 
483	1902 
484	1890 
485	1892 
486	1879 
487	1869 
488	1872 
489	1855 
490	1838 
491	1822 
492	1802 
493	1783 
494	1757 
495	1732 
496	1705 
497	1678 
498	1654 
499	1628 
500	1603 
501	1571 
502	1545 
503	1514 
504	1488 
505	1458 
506	1433 
507	1402 
508	1371 
509	1392 
510	1411 
511	1388 
512	1361 
513	1335 
514	1308 
515	1284 
516	1262 
517	1244 
518	1226 
519	1208 
520	1195 
521	1178 
522	1167 
523	1160 
524	1149 
525	1138 
526	1129 
527	1095 
528	1059 
529	1034 
530	1025 
531	1014 
532	1001 
533	991 
534	981 
535	972 
536	959 
537	946 
538	934 
539	923 
540	911 
541	897 
542	886 
543	874 
544	863 
545	849 
546	834 
547	815 
548	800 
549	783 
550	763 
551	744 
552	727 
553	711 
554	692 
555	672 
556	649 
557	625 
558	603 
559	581 
560	558 
561	561 
562	568 
563	565 
564	548 
565	531 
566	515 
567	498 
568	483 
569	468 
570	449 
571	432 
572	421 
573	411 
574	401 
575	391 
576	384 
577	376 
578	367 
579	360 
580	354 
581	353 
582	348 
583	342 
584	0 
585	0 
586	0 
587	0 
588	0 
589	0 
590	0 
591	0 
592	0 
593	0 
594	0 
595	0 
596	0 
597	0 
598	0 
599	0 
600	0 
