1	0 
2	0 
3	0 
4	0 
5	0 
6	0 
7	0 
8	0 
9	0 
10	0 
11	0 
12	0 
13	0 
14	0 
15	0 
16	0 
17	0 
18	695 
19	706 
20	718 
21	730 
22	742 
23	755 
24	767 
25	778 
26	790 
27	805 
28	821 
29	836 
30	855 
31	874 
32	896 
33	915 
34	934 
35	956 
36	977 
37	997 
38	1019 
39	1043 
40	1066 
41	1088 
42	1068 
43	1051 
44	1069 
45	1087 
46	1103 
47	1119 
48	1136 
49	1152 
50	1164 
51	1177 
52	1190 
53	1205 
54	1217 
55	1229 
56	1238 
57	1244 
58	1250 
59	1253 
60	1252 
61	1249 
62	1242 
63	1234 
64	1221 
65	1206 
66	1187 
67	1169 
68	1148 
69	1123 
70	1096 
71	1069 
72	1040 
73	1009 
74	977 
75	946 
76	950 
77	947 
78	908 
79	871 
80	840 
81	808 
82	776 
83	745 
84	716 
85	687 
86	658 
87	629 
88	600 
89	573 
90	546 
91	520 
92	496 
93	475 
94	457 
95	436 
96	418 
97	401 
98	387 
99	372 
100	360 
101	348 
102	337 
103	326 
104	317 
105	309 
106	302 
107	295 
108	288 
109	283 
110	282 
111	289 
112	295 
113	297 
114	296 
115	294 
116	293 
117	293 
118	293 
119	293 
120	293 
121	293 
122	294 
123	295 
124	297 
125	301 
126	304 
127	306 
128	309 
129	312 
130	315 
131	317 
132	319 
133	322 
134	324 
135	320 
136	315 
137	319 
138	321 
139	324 
140	327 
141	329 
142	332 
143	335 
144	338 
145	340 
146	343 
147	344 
148	346 
149	348 
150	350 
151	351 
152	352 
153	354 
154	356 
155	358 
156	359 
157	361 
158	363 
159	366 
160	368 
161	371 
162	374 
163	376 
164	378 
165	381 
166	384 
167	388 
168	390 
169	401 
170	411 
171	415 
172	422 
173	427 
174	429 
175	434 
176	441 
177	447 
178	454 
179	461 
180	468 
181	477 
182	486 
183	493 
184	500 
185	508 
186	518 
187	511 
188	504 
189	509 
190	522 
191	534 
192	547 
193	553 
194	566 
195	580 
196	594 
197	611 
198	629 
199	647 
200	673 
201	690 
202	709 
203	729 
204	751 
205	771 
206	790 
207	811 
208	834 
209	855 
210	875 
211	894 
212	912 
213	929 
214	949 
215	963 
216	979 
217	998 
