1	436
2	440
3	452
4	471
5	479
6	466
7	507
8	556
9	553
10	596
11	594
12	596
13	600
14	625
15	647
16	699
17	738
18	757
19	792
20	772
21	792
22	801
23	776
24	811
25	798
26	811
27	849
28	883
29	934
30	879
31	870
32	912
33	867
34	872
35	813
36	840
37	850
38	893
39	910
40	901
41	880
42	934
43	1070
44	1142
45	1124
46	1216
47	1254
48	1362
49	1298
50	1349
51	1479
52	1498
53	1450
54	1528
55	1603
56	1586
57	1515
58	152
59	212
60	1416
61	1477
62	1432
63	1464
64	1444
65	1417
66	1318
67	1326
68	1300
69	1329
70	1263
71	1241
72	1188
73	1145
74	1082
75	988
76	907
77	967
78	894
79	850
80	769
81	755
82	726
83	670
84	638
85	628
86	580
87	549
88	543
89	531
90	490
91	461
92	309
93	98
94	97
95	219
96	379
97	381
98	357
99	342
100	337
101	335
102	329
103	327
104	293
105	308
106	276
107	273
108	257
109	286
110	278
111	265
112	269
113	281
114	285
115	267
116	289
117	262
118	271
119	274
120	272
121	280
122	276
123	296
124	280
125	274
126	287
127	321
128	292
129	315
130	313
131	333
132	334
133	322
134	334
135	331
136	339
137	321
138	337
139	346
140	350
141	383
142	372
143	358
144	365
145	370
146	373
147	362
148	362
149	349
150	366
151	119
152	114
153	386
154	370
155	355
156	376
157	384
158	372
159	388
160	380
161	387
162	384
163	373
164	383
165	392
166	380
167	370
168	386
169	393
170	383
171	390
172	390
173	405
174	435
175	455
176	458
177	447
178	462
179	446
180	467
181	457
182	452
183	474
184	459
185	467
186	476
187	529
188	581
189	548
190	444
191	552
192	604
193	590
194	600
195	640
196	610
197	698
198	684
199	623
200	640
201	644
202	703
203	156
204	133
205	593
206	820
207	820
208	865
209	670
210	887
211	943
212	933
213	1006
214	1081
215	1076
216	1318
217	1063
218	1095
219	1146
220	1223
221	1221
222	1230
223	1248
224	1255
225	1264
226	1266
227	1226
228	1214
229	1241
230	1277
231	1175
232	1240
233	1262
234	1150
235	251
236	174
237	197
238	1254
239	1296
240	1198
241	1166
242	1095
243	1094
244	1073
245	1113
246	1101
247	1235
248	1265
249	1241
250	1376
251	1319
252	1246
253	1309
254	983
255	1366
256	1318
257	1389
258	1469
259	1529
260	1674
261	1732
262	1590
263	2263
264	2266
265	2397
266	2459
267	2581
268	4104
269	4503
270	4567
271	4555
272	4543
273	4784
274	4728
275	4637
276	4618
277	4698
278	4681
279	4464
280	4732
281	4557
282	515
283	324
284	713
285	4401
286	4436
287	4116
288	4371
289	4210
290	5007
291	5020
292	5042
293	4539
294	4367
295	4386
296	4336
297	4578
298	4379
299	4052
300	3707
301	3458
302	3312
303	3444
304	3050
305	2849
306	2573
307	2432
308	1580
309	1808
310	1867
311	1715
312	1574
313	1521
314	189
315	172
316	1161
317	1055
318	1044
319	1065
320	964
321	907
322	851
323	857
324	823
325	734
326	735
327	665
328	620
329	616
330	664
331	626
332	604
333	569
334	561
335	590
336	596
337	582
338	580
339	166
340	136
341	597
342	548
343	538
344	530
345	490
346	525
347	564
348	558
349	524
350	547
351	575
352	619
353	638
354	581
355	626
356	581
357	609
358	634
359	655
360	666
361	668
362	684
363	722
364	671
365	661
366	684
367	690
368	785
369	788
370	529
371	397
372	801
373	840
374	791
375	788
376	810
377	799
378	798
379	820
380	831
381	751
382	871
383	844
384	790
385	813
386	883
387	903
388	877
389	873
390	882
391	900
392	942
393	903
394	880
395	869
396	915
397	908
398	827
399	837
400	889
401	873
402	855
403	942
404	980
405	1032
406	934
407	914
408	872
409	897
410	926
411	864
412	854
413	785
414	875
415	825
416	825
417	857
418	857
419	887
420	976
421	1021
422	942
423	940
424	767
425	991
426	999
427	1090
428	1032
429	1111
430	1136
431	1147
432	1067
433	1133
434	1144
435	1126
436	1220
437	1249
438	1181
439	1305
440	1323
441	1378
442	1250
443	213
444	129
445	133
446	1122
447	1277
448	1297
449	1310
450	1345
451	1285
452	1373
453	1376
454	1409
455	1385
456	1371
457	1504
458	1370
459	1658
460	1484
461	1599
462	1602
463	1651
464	1777
465	1854
466	2025
467	1475
468	1958
469	1994
470	1427
471	2035
472	2058
473	2016
474	2148
475	2028
476	2242
477	2146
478	2221
479	2196
480	2176
481	2187
482	2040
483	2260
484	2105
485	2218
486	2002
487	2091
488	1966
489	2128
490	2015
491	277
492	303
493	1755
494	1909
495	1893
496	1899
497	1886
498	1862
499	1716
500	1618
501	1541
502	1536
503	1659
504	1524
505	1435
506	1489
507	1487
508	1451
509	1400
510	1338
511	1322
512	1276
513	1299
514	1349
515	1294
516	1208
517	1170
518	1202
519	1183
520	1125
521	1071
522	1100
523	1070
524	974
525	967
526	973
527	983
528	985
529	1007
530	988
531	1069
532	1108
533	1108
534	998
535	941
536	1062
537	1113
538	1147
539	1172
540	1126
541	1123
542	1132
543	250
544	117
545	459
546	961
547	941
548	919
549	944
550	877
551	857
552	758
553	746
554	710
555	695
556	680
557	614
558	577
559	578
560	582
561	536
562	466
563	344
564	494
565	481
566	450
567	436
568	422
569	411
570	419
571	408
572	372
573	374
574	379
575	354
576	356
577	352
578	355
579	351
580	381
581	373
582	387
583	359
584	350
585	355
586	131
587	158
588	346
589	349
590	319
591	300
592	316
593	301
594	286
595	289
596	289
597	301
598	310
599	281
600	193
